table,field,ddl_declaration,ddl_not_null,source_path,source_line,manifest_planes,build_disposition,capability,recommended_timing,recommended_owner,recommendation
master.business_partner,registration_country_code,character(2),False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Intake: recommended required,Internal user or supplier,Separate from address country; reference country; DDL itself allows NULL.
master.business_partner,incorporation_date,date,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Completion / due diligence when applicable,Internal reviewer; supplier proposes,Do not fabricate if unknown.
master.business_partner,website_url,text,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Optional completion,Internal user or supplier,DDL currently accepts HTTPS URLs; do not require at intake.
master.business_partner,parent_business_partner_id,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,When verified parent relationship applies,Internal steward,Resolve consistency with typed relationship; do not infer from similar names.
master.business_partner,description,text,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Intake: optional,Internal user or supplier,"Optional description, up to 4000 characters."
master.business_partner,aliases,text[] NOT NULL DEFAULT '{}'::text[],True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Derived when aliases change,Alias service,Cache; write authoritative alias rows instead.
master.business_partner,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,Intake / buyer acceptance,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
master.business_partner,status,master.business_partner_status_d NOT NULL DEFAULT 'draft',True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,is_active,boolean GENERATED ALWAYS AS (status = 'active') STORED,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,status_changed_at,timestamptz,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,status_changed_by,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,updated_at,timestamptz,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.business_partner,updated_by,uuid,False,server/db/ddl/planes/neon/master/03_tables.sql,1856,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.supplier,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/master/03_tables.sql,1947,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.supplier,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1947,neon,Source definition; verify deployment separately,Canonical identity and role,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
master.supplier,business_partner_id,uuid NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1947,neon,Source definition; verify deployment separately,Canonical identity and role,Intake / buyer acceptance,Internal steward; partner proposes identity,Create canonical identity once; role creation/activation is a separate governed decision.
master.supplier,supplier_code,text NOT NULL,True,server/db/ddl/planes/neon/master/03_tables.sql,1947,neon,Source definition; verify deployment separately,Canonical identity and role,Intake / buyer acceptance,Internal steward; partner proposes identity,Create canonical identity once; role creation/activation is a separate governed decision.
